budget,revenue,popularity,country,vote_average,rtAllCriticsRating
35000000,120072577,50.587541,United Kingdom,8,8.2
7000000,1167e5,17.681707,New Zealand,7.1,8
7000000,1167e5,17.681707,Australia,7.1,8
7000000,1167e5,17.681707,France,7.1,8
35000000,294e5,12.495436,United States of America,6.5,6.8
165000000,305875730,47.323228,United States of America,6.4,6.4
80000000,17626234,14.564667,United States of America,6.1,3.8
40000000,109676311,74.440708,United States of America,8,7.1
70000000,218613188,29.464852,United States of America,6.8,7
30000000,74787599,3.845231,United States of America,5.9,6.4
16000000,30857814,44.533612,United States of America,7.6,8.2
37000000,165335153,40.176265,United States of America,6.5,5.1
40000000,95149435,30.002907,United States of America,6,4.6
45000000,38058335,6.803965,United States of America,6.1,5.8
8,16,11.818333,United States of America,6.4,5.2
2000000,5048693,14.617944,Australia,7.1,7.3
2000000,5048693,14.617944,United Kingdom,7.1,7.3
55000000,307077295,80.581367,United States of America,7.7,6.4
15000000,123384128,19.113278,France,6.8,8.4
15000000,123384128,19.113278,Italy,6.8,8.4
15000000,123384128,19.113278,United Kingdom,6.8,8.4
15000000,123384128,19.113278,United States of America,6.8,8.4
32000000,18552460,16.473355,Japan,6.3,5.9
32000000,18552460,16.473355,United States of America,6.3,5.9
900000,381420,4.0971,United States of America,6.1,4
30000000,27674124,5.133744,United States of America,6.4,7.7
40000000,45916769,12.229516,United States of America,6.7,6.9
26000000,29657751,22.520842,Hungary,6.1,6.4
26000000,29657751,22.520842,Serbia,6.1,6.4
26000000,29657751,22.520842,Spain,6.1,6.4
26000000,29657751,22.520842,United States of America,6.1,6.4
32000000,113019290,33.923786,Germany,7.2,6.3
32000000,113019290,33.923786,United States of America,7.2,6.3
40000000,62771059,13.445697,United States of America,5.4,3.5
60000000,33956608,12.621769,Germany,5.8,4.4
60000000,33956608,12.621769,Japan,5.8,4.4
60000000,33956608,12.621769,New Zealand,5.8,4.4
60000000,33956608,12.621769,United Kingdom,5.8,4.4
60000000,33956608,12.621769,United States of America,5.8,4.4
11500000,23237911,15.355589,United Kingdom,7.5,8.4
11500000,23237911,15.355589,United States of America,7.5,8.4
30000000,19204929,9.607391,United States of America,6,5.4
4000000,14237e3,14.961629,United States of America,7.3,7
5000000,41833347,6.470766,United Kingdom,6.7,6.6
27000000,215e5,17.567332,United States of America,7.3,8.6
50000000,161451538,32.233713,United States of America,5.4,4.4
95000000,76432727,37.054554,United States of America,7,5.5
75000000,335062621,51.469576000000004,United States of America,6.9,6.5
15000000,8762890,13.832376,United States of America,5.6,5.2
20000000,75597042,11.263361,United States of America,6.5,7.2
21000000,71441250,24.13081,United States of America,7.4,7.2
30000000,100491683,7.981116,United States of America,5.7,5.8
85000000,80916492,24.107835,United States of America,6.4,6.4
27000000,38122105,30.131498,United States of America,6.4,5.5
68000000,118063304,20.913852,United States of America,5.9,4.6
65000000,172855065,14.646884,United States of America,5.5,5.6
50000000,10382407,7.44268,United States of America,5.5,3
68000000,71069884,22.572323,Germany,6.7,6.5
68000000,71069884,22.572323,United States of America,6.7,6.5
60000000,165333180,37.537093,United States of America,5.3,4.9
60000000,165333180,37.537093,Germany,5.3,4.9
60000000,165333180,37.537093,Belgium,5.3,4.9
11000000,38105395,7.645979,United States of America,7.4,5.9
90000000,188133322,43.348022,United States of America,7,7
60000000,77920346,15.352807,United States of America,5.8,5
50000000,61112916,4.280619,United States of America,4.5,4.4
25000000,28341469,136.747729,United States of America,8.5,8
19000000,44017374,78.699993,United States of America,8.1,7.8
19000000,44017374,78.699993,United Kingdom,8.1,7.8
70000000,116672912,20.089933,United States of America,6,5.8
19000000,272742922,18.174804,United States of America,8.1,8.5
75000000,527068851,46.875375,United States of America,6.9,7.5
25000000,39053061,17.17372,United States of America,6.3,6.7
27000000,44352417,11.870301,United States of America,6,6
40000000,672806292,73.085576,United States of America,7.7,7.4
43000000,91974818,29.105407,Germany,6.4,5.3
43000000,91974818,29.105407,United States of America,6.4,5.3
15000000,35007180,11.375032,Canada,5.8,3.1
15000000,35007180,11.375032,United States of America,5.8,3.1
8200000,286214286,37.960289,United States of America,7.4,7.7
10000000,13835130,3.091077,United States of America,7.1,7.4
45000000,170362582,16.582709,Peru,5.5,3.1
45000000,170362582,16.582709,United States of America,5.5,3.1
90000000,162839667,21.436682,United States of America,6.3,6.6
60000000,39031337,14.84856,United States of America,4.7,3.6
30000000,140161792,27.870755,United States of America,6.7,6.2
14000000,185438673,27.17347,United Kingdom,6.6,6.7
14000000,185438673,27.17347,United States of America,6.6,6.7
1500000,11098131,13.788054,United States of America,6.9,7.9
500000,8679814,11.578545,United States of America,7.4,8
90000000,102e6,19.224754,United States of America,5.4,4.7
5500000,159616327,28.500913,United States of America,7.9,8.1
50000000,58900031,6.22577,United States of America,5.9,4.5
68000000,193e6,22.392544,United States of America,5.9,6
5000000,3263585,7.673124,Canada,6.8,8.8
43000000,68696770,18.65632,United States of America,5.3,4.2
21000000,28008462,7.047975,Ireland,6.2,6.8
21000000,28008462,7.047975,United States of America,6.2,6.8
40000000,128798265,31.385257,United States of America,7,7.3
60000000,219417255,57.753914,United States of America,7,6.2
85000,30859e3,29.262427,United States of America,7.2,7.7
4700000,8025872,9.617777,United States of America,5.9,4.6
52000000,98126565,40.072583,Canada,7.2,7.1
52000000,98126565,40.072583,United States of America,7.2,7.1
16000000,18564088,19.890428,United States of America,6.8,4.5
48000000,124305181,18.102572,United States of America,6.6,6.4
15000000,12036149,12.163832,United States of America,7,7.4
15000000,12036149,12.163832,France,7,7.4
75000000,132274484,36.605246,United States of America,5.6,4.8
75000000,132274484,36.605246,Germany,5.6,4.8
75000000,132274484,36.605246,France,5.6,4.8
75000000,132274484,36.605246,United Kingdom,5.6,4.8
30000000,45554533,9.829859,United States of America,6.3,5.9
80000000,123729176,25.978555,United States of America,5.8,4.8
39000000,101229792,37.492928,United States of America,6.7,5.1
21000000,43928932,34.433521,United States of America,6.6,5.6
21000000,43928932,34.433521,France,6.6,5.6
1200000,7e6,6.920873,United States of America,6.9,7.4
60000000,264118201,56.488027,United States of America,7.8,8.2
25000000,76270454,38.272889,United States of America,7.6,7.2
6000000,23341568,64.025031,United States of America,8.1,7.5
16000000,53977250,7.980632,United States of America,7.4,7.8
60000000,256697520,27.491891,United States of America,6.2,5.4
6000000,10409377,26.218912,United States of America,7.1,7
10000000,4069090,3.208172,Canada,8.2,5
10000000,4069090,3.208172,United Kingdom,8.2,5
6000000,2899975,7.161051,United States of America,6.2,6.3
7000000,10229331,2.453459,United States of America,5.3,2.9
23000000,185991646,23.839127,United States of America,5.9,4.6
8500000,19125401,8.775844,United States of America,6.4,5.4
20000000,12482775,14.031377,Germany,6,6.1
20000000,12482775,14.031377,United States of America,6,6.1
15000000,47175038,10.194097,United States of America,6.2,3.8
41300000,106371651,23.441135,Canada,6.2,5.2
41300000,106371651,23.441135,United States of America,6.2,5.2
40000000,26155781,14.729386,United States of America,5.5,2.8
6244087,638641,14.970654,United States of America,7.6,8.8
6500000,22889018,6.787967,Ireland,7.1,7.6
6500000,22889018,6.787967,United Kingdom,7.1,7.6
6500000,22889018,6.787967,Germany,7.1,7.6
6500000,22889018,6.787967,Italy,7.1,7.6
6500000,22889018,6.787967,Spain,7.1,7.6
6500000,22889018,6.787967,France,7.1,7.6
6500000,22889018,6.787967,Belgium,7.1,7.6
6500000,22889018,6.787967,Switzerland,7.1,7.6
24000000,21049053,2.753313,United States of America,5.9,4.7
2777000,33754967,67.417542,United States of America,7.4,9.2
16000000,50007546,8.8321,United States of America,4.6,3.9
6000000,25059640,5.537646,United States of America,7.1,6
6000000,44703995,40.196514,United States of America,7.3,8.3
66000000,189198313,18.59991,Canada,6.6,6
66000000,189198313,18.59991,United States of America,6.6,6
30000000,68369434,25.454549,Canada,5.5,4.8
30000000,68369434,25.454549,United States of America,5.5,4.8
25000000,77208711,37.817905,United States of America,7.9,8.4
4000000,13008928,29.852608,United States of America,7.1,7
8000000,529766,6.932221,United States of America,6.7,4.9
16000000,2849142,8.842869,United States of America,6.7,6.5
80000000,34566746,18.26121,United States of America,6.9,7.1
2380000,8176544,8.395624,United Kingdom,7.4,7.7
75000000,108e6,34.973086,United States of America,6.6,7.8
5500000,141195658,31.036,Bahamas,6.5,7
5500000,141195658,31.036,France,6.5,7
5500000,141195658,31.036,United Kingdom,6.5,7
5500000,141195658,31.036,United States of America,6.5,7
57000000,28283637,9.27875,United Kingdom,4.2,4.1
57000000,28283637,9.27875,France,4.2,4.1
5000000,42365581,14.779537,United Kingdom,6.6,8
27000000,101646581,13.308127,Japan,5.5,5.3
27000000,101646581,13.308127,United States of America,5.5,5.3
80000000,19480739,11.22268,United States of America,5.4,3.7
45000000,53854588,10.731574,United States of America,5.9,6.5
75000000,36754634,14.44381,United States of America,6.3,5.7
200000000,1845034188,100.025899,United States of America,7.5,7.4
34000000,95608995,18.39217,United States of America,6,5
2000000,13129846,22.139842,United States of America,8,8.8
1000000,376e5,2.833166,United Kingdom,6.1,7.8
25000000,56505065,30.537845,United States of America,7.4,6.4
110000000,333011068,42.887121,United Kingdom,6,5.9
110000000,333011068,42.887121,United States of America,6,5.9
21000000,1772e5,20.818567,United States of America,6.9,7.6
609000,3202e3,3.898498,United States of America,7.4,8.6
4000000,6e6,5.975604,United States of America,6.1,6.4
25485000,29548291,9.795985,Japan,6.9,6.3
25485000,29548291,9.795985,United States of America,6.9,6.3
3000000,13e6,7.924982,United States of America,6.4,6.5
40000000,46546197,7.360793,Australia,4.7,4.2
40000000,46546197,7.360793,United States of America,4.7,4.2
65000000,261317921,43.129703,United States of America,7.1,7.2
30000000,373554033,73.640445,United States of America,7.7,9
40600000,904e5,34.022209,United States of America,7.1,7.2
48000000,207515725,25.170217,Germany,6.9,8
48000000,207515725,25.170217,United States of America,6.9,8
45000000,104876233,52.081131,Australia,7.3,6.5
45000000,104876233,52.081131,United States of America,7.3,6.5
4000000,16491080,63.513324,United Kingdom,7.8,8.2
1000000,13350369,9.773398,United States of America,6.9,6.8
15000000,5926410,11.428903,Germany,6.5,7.2
15000000,5926410,11.428903,Spain,6.5,7.2
15000000,5926410,11.428903,United Kingdom,6.5,7.2
15000000,5926410,11.428903,Lithuania,6.5,7.2
140000000,109578115,38.924136,United States of America,7.2,6.5
11000000,48572e3,32.579697,United States of America,6.6,7
92000000,188072649,43.192048,United States of America,6.5,7.1
92000000,188072649,43.192048,United Kingdom,6.5,7.1
92000000,188072649,43.192048,Germany,6.5,7.1
175000000,497409852,66.803149,United States of America,6.9,6
175000000,497409852,66.803149,Malta,6.9,6
175000000,497409852,66.803149,United Kingdom,6.9,6
38000000,252276927,49.292384,United States of America,7.2,7.6
115000000,378882411,38.729418,United States of America,6.8,6.4
12500000,12281551,35.268557,United States of America,7.5,7.5
3000000,9879971,2.504169,South Africa,6.9,7.4
312000,1281176,1.505703,United States of America,6.2,7
300000,7808524,1.314576,United States of America,8,6.7
55000000,11466088,4.700024,United States of America,5.2,3.2
37000000,392616625,127.084938,United States of America,5.8,5.5
10000000,29450919,12.902975,United States of America,6.2,5.8
15000000,216614388,17.638286,United States of America,5.7,4.7
92000000,494471524,32.079995,United States of America,6.1,6
1000000,2057193,4.86805,United States of America,5.4,5.6
60000000,93354918,24.153567,Australia,5.9,5.2
60000000,93354918,24.153567,United States of America,5.9,5.2
62000000,127666415,18.096884,France,6.1,6.2
62000000,127666415,18.096884,United States of America,6.1,6.2
30000000,31070211,15.89534,United States of America,4.8,2.8
75000000,248118121,42.006908,United States of America,6.9,6.2
60000000,104324083,13.080725,United States of America,5.6,4.5
13300000,5380251,29.782161,United Kingdom,6,6.8
13300000,5380251,29.782161,Switzerland,6,6.8
13300000,5380251,29.782161,United States of America,6,6.8
25000000,41604473,6.086083,United States of America,5.5,6.6
22000000,95708457,81.829237,Germany,6.6,4.7
22000000,95708457,81.829237,Hungary,6.6,4.7
22000000,95708457,81.829237,United Kingdom,6.6,4.7
22000000,95708457,81.829237,United States of America,6.6,4.7
50000000,111340801,49.020045,United States of America,6.4,3.7
9000000,1046166,2.009597,United States of America,4.5,3.2
20000000,12398628,17.227376,United States of America,6.1,5.5
50000000,119137784,14.382253,United States of America,6.3,5.7
14000000,159157447,37.380435,United States of America,7.7,8.5
15000000,76286096,17.50138,France,6.9,8.2
15000000,76286096,17.50138,United Kingdom,6.9,8.2
15000000,76286096,17.50138,United States of America,6.9,8.2
45000000,10667893,14.566664,United States of America,4.2,2.8
30000000,130786397,38.643914,France,6.5,5.1
30000000,130786397,38.643914,Germany,6.5,5.1
30000000,130786397,38.643914,United Kingdom,6.5,5.1
35000000,32483410,12.677505,United States of America,5.9,4.1
14000000,72527595,12.159009,Canada,5.6,4.3
14000000,72527595,12.159009,France,5.6,4.3
14000000,72527595,12.159009,United States of America,5.6,4.3
14000000,38574362,8.885017,Canada,4.4,3
14000000,38574362,8.885017,United States of America,4.4,3
54000000,132511035,84.630969,Germany,7.7,6.8
54000000,132511035,84.630969,United Kingdom,7.7,6.8
54000000,132511035,84.630969,United States of America,7.7,6.8
31000000,104384188,47.753598,United States of America,6.2,7.3
35000000,19478106,14.051852,United Kingdom,5.2,5
75000000,200276e3,38.832842,Germany,6.7,6
75000000,200276e3,38.832842,United States of America,6.7,6
2000000,11125849,14.08251,Israel,7.8,8.4
2000000,11125849,14.08251,France,7.8,8.4
2000000,11125849,14.08251,Germany,7.8,8.4
14000000,198e5,6.772615,United States of America,4.5,3.6
68000000,203388341,27.299301,United States of America,6.5,5.2
23000000,16123851,6.618149,United Kingdom,5.5,5.8
23000000,16123851,6.618149,United States of America,5.5,5.8
40000000,151161491,24.862767,United States of America,6.2,5
17000000,1569918,9.583578,Ireland,6.8,6
17000000,1569918,9.583578,United Kingdom,6.8,6
17000000,1569918,9.583578,United States of America,6.8,6
75000000,215663859,13.318744,New Zealand,5.9,5.2
75000000,215663859,13.318744,Pakistan,5.9,5.2
75000000,215663859,13.318744,United States of America,5.9,5.2
30000000,9898412,5.671691,United States of America,6.2,5.6
15000000,96408652,32.758254,United States of America,6.7,6.9
15000000,96408652,32.758254,Spain,6.7,6.9
5952000,2120439,18.119265,Canada,7.1,7.1
30000000,24048e3,5.301589,United States of America,5.4,4.3
12899867,85582407,19.747809,Spain,7.3,7.8
25100000,29506464,10.445391,United States of America,6.1,6
15000000,64256513,13.581966,United States of America,6.7,7.4
3000000,18637690,10.230583,United States of America,6.2,4.2
2000000,22179430,9.67299,United States of America,6.7,7.3
35000000,18317151,10.73522,United States of America,6.6,6.6
28000000,186438883,35.580032,Germany,7.3,7.3
28000000,186438883,35.580032,United States of America,7.3,7.3
56000000,57223890,23.438398,United States of America,6,4.4
15000000,43848069,24.898687,United States of America,7,6.8
75000000,258270008,73.82289,Germany,6.4,6.5
75000000,258270008,73.82289,United States of America,6.4,6.5
132000000,591739379,48.572726,United States of America,6.2,7
5000000,1296184,6.265659,Bulgaria,5.6,4.6
12000000,79567667,23.161754,United States of America,7,7.4
175000000,264218220,44.640292,United States of America,5.9,5.1
20000000,121697323,21.815122,United States of America,6.5,6.8
65000000,43545364,8.629665,United States of America,6.7,5.8
21000000,54926886,14.518708,United States of America,6.5,5.8
75000000,114660784,19.708731,Germany,6.7,6.4
75000000,114660784,19.708731,United States of America,6.7,6.4
30000000,14e6,3.314094,Germany,4.8,4.2
30000000,14e6,3.314094,United States of America,4.8,4.2
6000000,43656822,23.431117,United States of America,7,8.1
8000000,414e5,12.439495,New Zealand,7.1,7.7
85000000,71485043,21.891078,New Zealand,6.8,5.7
85000000,71485043,21.891078,United States of America,6.8,5.7
35000000,17e7,38.100488,United States of America,5.8,4.5
100000000,155464351,15.835672,United States of America,6.3,5.5
70000000,374111707,31.39165,United States of America,6.1,5.6
11000000,3e7,33.282794,United States of America,7.5,7.3
15000000,9902115,8.074807,United States of America,5,3.5
15000000,66966987,4.688212,United States of America,5.4,3.2
16000000,92823546,18.430419,United States of America,7.3,7.8
15000000,33771174,6.857923,United States of America,6.9,4.6
100000000,100086793,31.586215,United States of America,6.4,6.9
37000000,113086475,28.703007,United States of America,6.3,3.7
14000000,34793160,13.13724,United States of America,6.5,5.9
10000000,91196419,14.447723,Canada,5.6,3.5
10000000,91196419,14.447723,United Kingdom,5.6,3.5
10000000,91196419,14.447723,United States of America,5.6,3.5
38000000,103e5,10.047579,United States of America,6.3,5.8
1000000,1678874,5.323184,United States of America,7.2,7.2
30000000,13001257,9.301562,United States of America,6.7,4.3
170000000,222104681,40.748915,United States of America,5.1,3.9
3000000,4e6,23.981601,United States of America,7.4,7.5
31000000,41512007,16.736734,France,6,5.9
31000000,41512007,16.736734,United Kingdom,6,5.9
17000000,16980098,7.701041,United States of America,5.5,5.6
115000000,77628265,18.714197,United States of America,5.8,5.1
3500000,113783,3.643608,United States of America,6.7,5.4
19000000,69631118,8.584398,United States of America,5.3,3.9
25000000,777423,3.849873,United States of America,6.2,6.5
12000000,68706993,19.195399,United States of America,7,8.1
3000000,6804016,0.019984,United States of America,5,5.5
5000000,2466444,7.79068,Canada,6.2,5
5000000,2466444,7.79068,United States of America,6.2,5
600000,34505110,3.409764,United States of America,7.1,8.6
63000000,162945894,24.697533,United States of America,5.9,6.7
12600000,28650575,33.555764,Germany,6,4.3
12600000,28650575,33.555764,United States of America,6,4.3
63000000,25052e3,13.859307,United States of America,6.5,5.3
75000000,296339527,4.66891,United States of America,6.8,7
210000000,459359555,3.857526,Canada,6.3,5.9
210000000,459359555,3.857526,United Kingdom,6.3,5.9
210000000,459359555,3.857526,United States of America,6.3,5.9
110000000,407711549,2.871739,United States of America,6.8,7.4
70000000,277448382,46.217769,United States of America,5.8,5.6
60000000,71073932,36.689223,United States of America,4.7,3.8
12000000,304e5,3.389249,United Kingdom,6.2,6
12000000,304e5,3.389249,United States of America,6.2,6
70000000,225990978,43.849351,United States of America,6.4,5.2
90000000,201596308,40.597344,United States of America,5.5,4.7
4000000,2426851,6.091951,United States of America,6.2,6.6
9500000,111584787,28.675891,United Kingdom,6.5,6.1
54000000,130431368,18.600367,United States of America,5.4,4.3
65000000,250821495,28.540267,United States of America,6.3,6.2
2800000,86273333,36.444894,United States of America,7.7,8.5
13000000,44726644,9.499325,United States of America,6.6,4.6
24000000,42105111,27.326466,United States of America,6.1,6.1
65000000,64321501,15.194239,United States of America,6.1,6.5
5000000,1980338,2.732031,United States of America,6,6.7
65000000,84785914,51.970905,United States of America,7.3,7.6
28000000,60780981,38.0958,Germany,6.1,5.9
28000000,60780981,38.0958,United States of America,6.1,5.9
35000000,12506188,10.304172,United States of America,4.9,3
21000000,26193068,13.906611,Netherlands,7.2,7.1
21000000,26193068,13.906611,Germany,7.2,7.1
21000000,26193068,13.906611,United Kingdom,7.2,7.1
