budget,revenue,company
30000000,29202884,Twentieth Century Fox Film Corporation
37000000,163720069,Mike Zoss Productions
37000000,163720069,Studio Canal
37000000,163720069,Relativity Media
37000000,163720069,Focus Features
37000000,163720069,Working Title Films
6000000,102308889,Twentieth Century Fox Film Corporation
6000000,102308889,Campanile Productions
6000000,102308889,Newman-Foreman Productions
1250000,3412497,New World Pictures
1250000,3412497,C.H.U.D. Productions
5000000,5321508,Paramount Pictures
5000000,5321508,Rafran Cinematografica
5000000,5321508,Finanzia San Marco
6000000,39846344,Orion Pictures
6000000,39846344,Warner Bros.
10000000,25605015,Columbia Pictures
35000000,1823e5,Universal Pictures
35000000,1823e5,Amblin Entertainment
35000000,1823e5,Cappa Productions
35000000,1823e5,Tribeca Productions
7000000,49084830,Sony Pictures Classics
7000000,49084830,Cooper's Town Productions
7000000,49084830,Eagle Vision Inc.
7000000,49084830,Manitoba Film and Video Production Tax Credit
7000000,49084830,Province of British Columbia Production Services Tax Credit
7000000,49084830,Infinity Media
7000000,49084830,A-Line Pictures
57000000,62112895,Miramax Films
57000000,62112895,Universal Pictures
30000000,82394288,Screen Gems
30000000,82394288,Metro-Goldwyn-Mayer (MGM)
30000000,82394288,Misher Films
120000000,461983149,Walt Disney Pictures
120000000,461983149,Pixar Animation Studios
878000,10462500,Warner Bros.
52000000,116112375,Universal Pictures
52000000,116112375,Légende Entreprises
52000000,116112375,Syalis DA
52000000,116112375,De Fina-Cappa
150000000,599045960,Eon Productions
150000000,599045960,Stillking Films
150000000,599045960,Babelsberg Film
50000000,287928194,Universal Pictures
50000000,287928194,Amblin Entertainment
50000000,287928194,The Harvey Entertainment Company
90000000,429632142,DreamWorks SKG
90000000,429632142,Twentieth Century Fox Film Corporation
90000000,429632142,Playtone
90000000,429632142,ImageMovers
3000000,17570324,Avon Production
3000000,17570324,Metro-Goldwyn-Mayer (MGM)
52000000,352114312,Kemp Company
52000000,352114312,Splendid Pictures
52000000,352114312,Parkes/MacDonald Productions
18000000,16702864,Fox 2000 Pictures
18000000,16702864,Mad Chance
18000000,16702864,Nimbus Film Productions
18000000,16702864,Mediastream Dritte Film GmbH & Co. Beteiligungs KG
18000000,16702864,Splendid Productions
18000000,24911670,Paramount Pictures
18000000,24911670,Filmways Productions
32000000,3566637,Warner Bros. Pictures
32000000,3566637,David Kirschner Productions
32000000,3566637,Turner Feature Animation
100000000,82102379,Village Roadshow Pictures
100000000,82102379,DiNovi Pictures
100000000,82102379,Warner Bros.
100000000,82102379,Frantic Films
100000000,82102379,Maple Shade Films
100000000,82102379,Catwoman Films
25000000,56422687,New Line Cinema
18000000,17200925,Columbia Pictures
2900000,5596708,MACT Productions
2900000,5596708,Videofilms
2900000,5596708,Riofilm
50000000,60209334,Twentieth Century Fox Film Corporation
50000000,60209334,Chicago Pacific Entertainment
50000000,60209334,"Zanuck Company, The"
55000000,113020255,Imagine Entertainment
55000000,113020255,Malpaso Productions
55000000,113020255,Relativity Media
45000000,94935764,Paramount Pictures
5500000,58972904,Twentieth Century Fox Film Corporation
5500000,58972904,Warner Bros.
5500000,58972904,Enigma Productions
5500000,58972904,The Ladd Company
5500000,58972904,"Allied Stars, Ltd."
75000000,119000410,Universal Pictures
75000000,119000410,Participant Productions
75000000,119000410,Playtone Production
120000000,259175788,Columbia Pictures
120000000,259175788,Wonderland Sound and Vision
120000000,259175788,Tall Trees Productions
120000000,259175788,Flower Films (II)
85000000,144e6,Paramount Pictures
85000000,144e6,Kerner Entertainment Company
250000,12021272,Miramax Films
250000,12021272,View Askew Productions
40000000,190212113,Twentieth Century Fox Film Corporation
40000000,190212113,Robert Simonds Productions
60000000,129181830,Twentieth Century Fox Film Corporation
60000000,129181830,21 Laps Entertainment
60000000,129181830,Dozen Canada Productions
150000000,314432665,Walt Disney Pictures
150000000,314432665,Walt Disney Feature Animation
45000000,224834564,DreamWorks SKG
45000000,224834564,Aardman Animations
45000000,224834564,DreamWorks Animation
45000000,224834564,Pathé
13000000,35763605,Universal Pictures
76000000,69959751,Universal Pictures
76000000,69959751,Strike Entertainment
76000000,69959751,Hit & Run Productions
70000000,11263966,Warner Bros.
70000000,11263966,Morgan Creek Productions
25000000,152500343,Miramax Films
25000000,152500343,David Brown Productions
25000000,152500343,Fat Free
3000000,3830137,Fox Searchlight Pictures
3000000,3830137,Contrafilm
3000000,3830137,ATO Pictures
3000000,3830137,Aramid Entertainment Fund
3000000,3830137,Dune Entertainment III
3000000,3830137,Choke Film
3300000,30641770,O2 Filmes
3300000,30641770,VideoFilmes
3300000,30641770,Wild Bunch
3300000,30641770,Globo filmes
3300000,30641770,Lumiere
3300000,30641770,Hank Levine Film
3300000,30641770,Lereby Productions
95000000,543514353,Walt Disney Pictures
95000000,543514353,Genre Films
95000000,543514353,Beagle Pug Films
95000000,543514353,Allison Shearmur Productions
88000000,108539911,Miramax Films
88000000,108539911,Imagine Entertainment
88000000,108539911,Universal Pictures
88000000,108539911,Parkway Pictures (I)
88000000,108539911,Touchstone Pictures
55000000,17869048,Playtone
55000000,17869048,Walden Media
125000000,232713139,The Zanuck Company
125000000,232713139,Legendary Pictures
125000000,232713139,Thunder Road Pictures
125000000,232713139,Warner Bros.
125000000,232713139,Moving Picture Company (MPC)
62000000,215887717,Paramount Pictures
62000000,215887717,Mace Neufeld Productions
31115000,71e6,Twentieth Century Fox Film Corporation
31115000,71e6,MCL Films S.A.
31115000,71e6,Walwa Films S.A.
5000000,26888376,The Weinstein Company
5000000,26888376,View Askew Productions
82500000,237681299,Original Film
82500000,237681299,Columbia Pictures Corporation
82500000,237681299,Revolution Studios
82500000,237681299,Happy Madison Productions
70000000,255000211,TriStar Pictures
70000000,255000211,Canal+
70000000,255000211,Carolco Pictures
70000000,255000211,RCS Video
70000000,255000211,Cliffhanger Productions
70000000,255000211,Pioneer
26000000,38793283,Paramount Pictures
26000000,38793283,Nickelodeon Movies
26000000,38793283,Valhalla Motion Pictures
20000000,303788635,Columbia Pictures Corporation
20000000,303788635,EMI Films
20000000,303788635,Julia Phillips and Michael Phillips Productions
27000000,115505027,Columbia Pictures
25000000,170764026,Paramount Pictures
25000000,170764026,Bad Robot
8500000,5001655,Fox Searchlight Pictures
8500000,5001655,Broken Lizard Industries
8500000,5001655,Coconut Pete Productions
30000000,76669806,Paramount Pictures
30000000,76669806,MTV Films
30000000,76669806,Tollin/Robbins Productions
15000000,67182787,Universal Pictures
20000000,10337477,New Line Cinema
79000000,173013509,Miramax Films
79000000,173013509,Mirage Enterprises
79000000,173013509,Castel Film Romania
79000000,173013509,Bona Fide Productions
79000000,173013509,Cattleya
65000000,217764291,Paramount Pictures
65000000,217764291,DreamWorks SKG
65000000,217764291,Parkes/MacDonald Productions
65000000,217764291,Edge City
85000000,78382433,David Foster Productions
85000000,78382433,Bel Air Entertainment
85000000,78382433,Warner Bros.
85000000,78382433,Hacienda Productions
7000000,6230276,Metro-Goldwyn-Mayer (MGM)
10000000,575e5,Twentieth Century Fox Film Corporation
10000000,575e5,SLM Production Group
10000000,575e5,Silver Pictures
75000000,224012234,Jerry Bruckheimer Films
75000000,224012234,Kouf/Bigelow Productions
75000000,224012234,Touchstone Pictures
75000000,224012234,Hiett Designs of Las Vegas
75000000,224012234,Runway Pictures Inc
20000000,79114085,Universal Pictures
20000000,79114085,Dino De Laurentiis Company
15000000,29331068,Walt Disney Pictures
50000000,152022101,Paramount Pictures
50000000,152022101,"Kennedy/Marshall Company, The"
20000000,11341016,Universal Pictures
1700000,97e5,Twentieth Century Fox Film Corporation
1700000,97e5,APJAC Productions
75000000,136982834,Silver Pictures
75000000,136982834,Warner Bros.
75000000,136982834,Donner/Shuler-Donner Productions
90000000,171120329,Warner Bros.
90000000,171120329,South Side Amusement Company
450000,973525,Prophecy Pictures Ltd.
450000,973525,Gordonstreet Pictures
14000000,154864401,Walt Disney
15000000,44862187,Miramax Films
15000000,44862187,Across the River Productions
15000000,44862187,Woods Entertainment
11000000,23978402,Robert Simonds Productions
11000000,23978402,Touchstone Pictures
40000000,117195061,Tim Burton Animation Company
40000000,117195061,Will Vinton Studios
40000000,117195061,Warner Bros.
40000000,117195061,Tim Burton Productions
40000000,117195061,Laika Entertainment
40000000,117195061,Patalex Productions
46000000,100860818,Fox 2000 Pictures
45000000,113916474,Jerry Bruckheimer Films
45000000,113916474,Touchstone Pictures
25000000,56489558,Silver Pictures
25000000,56489558,Warner Bros.
12000000,42931041,Lions Gate Films
12000000,42931041,Lakeshore Entertainment
12000000,42931041,GreeneStreet Films
12000000,42931041,Radical Media
6500000,98410061,Blackfriars Bridge Films
6500000,98410061,Yari Film Group
6500000,98410061,Bob Yari Productions
6500000,98410061,ApolloProScreen Filmproduktion
6500000,98410061,Bull's Eye Entertainment
6500000,98410061,DEJ Productions
6500000,98410061,Harris Company
13000000,16929123,Touchstone Pictures
13000000,16929123,Ufland
8000000,21028755,Warner Bros.
8000000,21028755,Creepshow Films Inc.
8000000,21028755,Laurel Entertainment Inc.
3500000,14e6,New World Pictures
3500000,14e6,Laurel Entertainment Inc.
31500000,14708696,Lionsgate
31500000,14708696,BenderSpink
31500000,14708696,Millennium Films
31500000,14708696,Fipex Holding
31500000,14708696,Campbell Grobman Films
31500000,14708696,Criminal Productions
53000000,157387195,Hollywood Pictures
53000000,157387195,Don Simpson/Jerry Bruckheimer Films
5000000,328203506,Paramount Pictures
5000000,328203506,Rimfire Films
21150000,39438674,Bungalow Productions
21150000,39438674,Silver Lion Films
21150000,39438674,Vision View Entertainment
5800000,7e6,360 Pictures
5800000,7e6,Dribble Productions
5800000,7e6,Platinum Equity
12000000,61141030,Paramount Pictures
12000000,61141030,MTV Films
10500000,75902208,Columbia Pictures
10500000,75902208,Cruel Productions
10500000,75902208,Newmarket Capital Group
1000000,10047674,Universal Pictures
250000,501818,Téléfilm Canada
250000,501818,Feature Film Project
250000,501818,Cube Libre
250000,501818,Harold Greenberg Fund
250000,501818,Odeon Films
250000,501818,Ontario Film Development Corporation
250000,501818,Viacom Canada
50000000,69834815,Imagine Entertainment
50000000,69834815,Universal Pictures
50000000,69834815,Universal Animation Studios
98000000,10017322,Le Studio Canal+
98000000,10017322,Laurence Mark Productions
98000000,10017322,Metro-Goldwyn-Mayer (MGM)
98000000,10017322,Carolco Pictures
6000000,18197398,Revolution Studios
6000000,18197398,TriStar Pictures
60000000,164433867,Columbia Pictures
60000000,164433867,Revolution Studios
60000000,164433867,Davis Entertainment
12800000,40031879,Fine Line Features
12800000,40031879,Zentropa Entertainments
12800000,40031879,Danmarks Radio (DR)
12800000,40031879,SVT Drama
12800000,40031879,Arte
12800000,40031879,Memfis Film
12800000,40031879,France 3 Cinéma
12800000,40031879,Angel films
12800000,40031879,TV 1000
12800000,40031879,Canal+
12800000,40031879,Constantin Film Produktion
12800000,40031879,Yleisradio (YLE)
12800000,40031879,Arte France Cinéma
12800000,40031879,Westdeutscher Rundfunk (WDR)
12800000,40031879,Blind Spot Pictures Oy
12800000,40031879,Vrijzinnig Protestantse Radio Omroep (VPRO)
12800000,40031879,Film4
12800000,40031879,Liberator Productions
12800000,40031879,Icelandic Film
12800000,40031879,Film i Väst
12800000,40031879,Pain Unlimited GmbH Filmproduktion
12800000,40031879,Trust Film Svenska
12800000,40031879,Cinematograph A/S
12800000,40031879,What Else? B.V
12800000,40031879,Filmek A/S
12800000,40031879,Lantia Cinema & Audiovisivi
22000000,424208848,Tig Productions
22000000,424208848,Majestic Films International
14000000,34670720,Lorimar Film Entertainment
14000000,34670720,Warner Bros.
14000000,34670720,NFH Productions
116000000,178127760,Universal Pictures
116000000,178127760,Pacific Western
15000000,9237470,United Artists
15000000,9237470,Intermedia Films
15000000,9237470,IM Filmproduktion
15000000,9237470,Cosmic Pictures
15000000,9237470,Metro-Goldwyn-Mayer (MGM)
15000000,9237470,Alphaville Films
30000000,25473093,Vertigo Entertainment
30000000,25473093,Touchstone Pictures
30000000,25473093,Post No Bills Films
30000000,25473093,Pandemonium Productions
14000000,85e6,Radiant Film GmbH
14000000,85e6,Süddeutscher Rundfunk
14000000,85e6,Bavaria Film
14000000,85e6,Westdeutscher Rundfunk (WDR)
14000000,85e6,Twin Bros. Productions
2000000,7e7,Arte
2000000,7e7,Wiedemann & Berg Filmproduktion
2000000,7e7,Creado Film
2000000,7e7,Bayerischer Rundfunk (BR)
20000000,48548426,Regency Enterprises
20000000,48548426,Epsilon Motion Pictures
20000000,48548426,New Regency Pictures
28000000,102356381,New Amsterdam Entertainment
28000000,102356381,Strike Entertainment
28000000,102356381,Metropolitan Filmexport
28000000,102356381,Toho-Towa
28000000,102356381,Cruel and Unusual Films
3500000,34e6,Dead Films
3500000,34e6,Laurel Entertainment
3500000,34e6,Toei
80000000,159212469,Universal Pictures
80000000,159212469,Davis Entertainment
60000000,157920733,Paramount Pictures
60000000,157920733,Don Simpson/Jerry Bruckheimer Films
6900000,7993039,Gramercy Pictures
6900000,7993039,Alphaville Productions
6900000,7993039,The Criterion Collection
11000000,39363635,Havoc
11000000,39363635,PolyGram Filmed Entertainment
11000000,39363635,Working Title Films
16400000,235860116,Touchstone Pictures
16400000,235860116,Silver Screen Partners IV
45000000,73762516,Universal Pictures
45000000,73762516,Cruise/Wagner Productions
45000000,73762516,Impact Pictures
45000000,73762516,Relativity Media
45000000,73762516,Scion Films
45000000,73762516,H2S2 Filmproduktionsgesellschaft
20000000,16974459,Twentieth Century Fox Film Corporation
20000000,16974459,Dune Entertainment
20000000,16974459,Baldwin Entertainment Group
20000000,16974459,Hyde Park Entertainment
20000000,16974459,Brass Hat Films
20000000,10686841,Fine Line Features
60000000,73648228,Village Roadshow Pictures
60000000,73648228,Warner Bros.
60000000,73648228,Riche-Ludwig Productions
60000000,73648228,Groucho III Film Partnership
75000000,140464664,Paramount Pictures
75000000,140464664,DreamWorks SKG
75000000,140464664,Zanuck/Brown Productions
75000000,140464664,Manhattan Project
45000000,11203026,Hollywood Pictures
45000000,11203026,Cinergi Pictures Entertainment
45000000,11203026,Calimari Productions
22000000,57479076,Miramax Films
22000000,57479076,Di Bonaventura Pictures
22000000,57479076,Patalex V Productions Limited
7000000,25405445,Columbia Pictures
7000000,25405445,Los Hooligans Productions
6500000,4217115,New Line Cinema
6500000,4217115,Base 12 Productions
